"","Freq","Genes"
"SLC43A1",1,"SLC43A1"
"SLC43A2",1,"SLC43A2"
"SLC44A2",1,"SLC44A2"
"SLC45A3",1,"SLC45A3"
"SLC50A1",1,"SLC50A1"
"SLC5A10",1,"SLC5A10"
"SLC6A10P",1,"SLC6A10P"
"SLC6A12",1,"SLC6A12"
"SLC6A6",1,"SLC6A6"
"SLC7A1",1,"SLC7A1"
"SLC7A11",1,"SLC7A11"
"SLC7A7",1,"SLC7A7"
"SLC7A9",1,"SLC7A9"
"SLFNL1",1,"SLFNL1"
"SLMAP",1,"SLMAP"
"SLMO1",1,"SLMO1"
"SLMO2",1,"SLMO2"
"SLPI",1,"SLPI"
"SLU7",1,"SLU7"
"SLURP1",1,"SLURP1"
"SMAD6",1,"SMAD6"
"SMAGP",1,"SMAGP"
"SMARCD3",1,"SMARCD3"
"SMARCE1",1,"SMARCE1"
"SMCO1",1,"SMCO1"
"SMCP",1,"SMCP"
"SMEK1",1,"SMEK1"
"SMG7",1,"SMG7"
"SMNDC1",1,"SMNDC1"
"SMPD2",1,"SMPD2"
"SMPDL3A",1,"SMPDL3A"
"SMR3B",1,"SMR3B"
"SMS",1,"SMS"
"SMTN",1,"SMTN"
"SMTNL2",1,"SMTNL2"
"SMUG1",1,"SMUG1"
"SNAI3",1,"SNAI3"
"SNAP23",1,"SNAP23"
"SNF8",1,"SNF8"
"SNPH",1,"SNPH"
"SNRK",1,"SNRK"
"SNRNP27",1,"SNRNP27"
"SNRNP40",1,"SNRNP40"
"SNRNP70",1,"SNRNP70"
"SNRPA",1,"SNRPA"
"SNRPC",1,"SNRPC"
"SNRPD1",1,"SNRPD1"
"SNTA1",1,"SNTA1"
"SNTB1",1,"SNTB1"
"SNTB2",1,"SNTB2"
"SNTN",1,"SNTN"
"SNUPN",1,"SNUPN"
"SNX10",1,"SNX10"
"SNX11",1,"SNX11"
"SNX12",1,"SNX12"
"SNX20",1,"SNX20"
"SNX27",1,"SNX27"
"SNX30",1,"SNX30"
"SOCS2",1,"SOCS2"
"SOCS4",1,"SOCS4"
"SOCS5",1,"SOCS5"
"SOCS6",1,"SOCS6"
"SOCS7",1,"SOCS7"
"SOD3",1,"SOD3"
"SORBS3",1,"SORBS3"
"SOWAHA",1,"SOWAHA"
"SOWAHD",1,"SOWAHD"
"SOX1",1,"SOX1"
"SOX10",1,"SOX10"
"SOX18",1,"SOX18"
"SOX21",1,"SOX21"
"SP110",1,"SP110"
"SP6",1,"SP6"
"SPACA5B",1,"SPACA5B"
"SPAG11A",1,"SPAG11A"
"SPAG8",1,"SPAG8"
"SPANXC",1,"SPANXC"
"SPANXD",1,"SPANXD"
"SPANXN1",1,"SPANXN1"
"SPANXN2",1,"SPANXN2"
"SPANXN4",1,"SPANXN4"
"SPANXN5",1,"SPANXN5"
"SPARC",1,"SPARC"
"SPATA2",1,"SPATA2"
"SPATA22",1,"SPATA22"
"SPATA33",1,"SPATA33"
"SPATA4",1,"SPATA4"
"SPATA5L1",1,"SPATA5L1"
"SPATA6L",1,"SPATA6L"
"SPATS1",1,"SPATS1"
"SPATS2L",1,"SPATS2L"
"SPC24",1,"SPC24"
"SPCS2",1,"SPCS2"
"SPCS3",1,"SPCS3"
"SPDEF",1,"SPDEF"
"SPDYA",1,"SPDYA"
"SPDYE1",1,"SPDYE1"
"SPG7",1,"SPG7"
"SPHAR",1,"SPHAR"
"SPIB",1,"SPIB"
"SPIN2A",1,"SPIN2A"
"SPINK5",1,"SPINK5"
"SPINK9",1,"SPINK9"
"SPINT2",1,"SPINT2"
"SPINT4",1,"SPINT4"
"SPNS2",1,"SPNS2"
"SPOCK2",1,"SPOCK2"
"SPOPL",1,"SPOPL"
"SPP1",1,"SPP1"
"SPPL2B",1,"SPPL2B"
"SPPL3",1,"SPPL3"
"SPRED3",1,"SPRED3"
"SPRN",1,"SPRN"
"SPRR2E",1,"SPRR2E"
"SPRR2F",1,"SPRR2F"
"SPRY4",1,"SPRY4"
"SPRYD7",1,"SPRYD7"
"SPSB1",1,"SPSB1"
"SPSB3",1,"SPSB3"
"SPSB4",1,"SPSB4"
"SPTLC2",1,"SPTLC2"
"SPTSSA",1,"SPTSSA"
"SPTSSB",1,"SPTSSB"
"SPTY2D1",1,"SPTY2D1"
"SPX",1,"SPX"
"SQRDL",1,"SQRDL"
"SRD5A1",1,"SRD5A1"
"SREBF1",1,"SREBF1"
"SREK1",1,"SREK1"
"SRGAP2C",1,"SRGAP2C"
"SRP9",1,"SRP9"
"SRPRB",1,"SRPRB"
"SRRD",1,"SRRD"
"SRSF10",1,"SRSF10"
"SRSF12",1,"SRSF12"
"SS18",1,"SS18"
"SS18L1",1,"SS18L1"
"SSB",1,"SSB"
"SSBP1",1,"SSBP1"
"SSBP2",1,"SSBP2"
"SSBP3",1,"SSBP3"
"SSR1",1,"SSR1"
"SSR3",1,"SSR3"
"SSSCA1",1,"SSSCA1"
"SSU72",1,"SSU72"
"SSX1",1,"SSX1"
"SSX5",1,"SSX5"
"ST13",1,"ST13"
"ST3GAL2",1,"ST3GAL2"
"ST3GAL3",1,"ST3GAL3"
"ST3GAL6",1,"ST3GAL6"
"ST5",1,"ST5"
"ST6GALNAC4",1,"ST6GALNAC4"
"ST7",1,"ST7"
"STAMBPL1",1,"STAMBPL1"
"STAP2",1,"STAP2"
"STARD10",1,"STARD10"
"STARD4",1,"STARD4"
"STARD7",1,"STARD7"
"STATH",1,"STATH"
"STEAP3",1,"STEAP3"
"STK19",1,"STK19"
"STK32A",1,"STK32A"
"STK38",1,"STK38"
"STK4",1,"STK4"
"STK40",1,"STK40"
"STMN1",1,"STMN1"
"STMN3",1,"STMN3"
"STOM",1,"STOM"
"STOML1",1,"STOML1"
"STOML2",1,"STOML2"
"STOX2",1,"STOX2"
"STS",1,"STS"
"STT3B",1,"STT3B"
"STX11",1,"STX11"
"STX18",1,"STX18"
"STX5",1,"STX5"
"STX7",1,"STX7"
"STX8",1,"STX8"
"STYX",1,"STYX"
"SUCLA2",1,"SUCLA2"
"SULT1C2",1,"SULT1C2"
"SULT2B1",1,"SULT2B1"
"SUMF1",1,"SUMF1"
"SUMF2",1,"SUMF2"
"SUMO1",1,"SUMO1"
"SUMO3",1,"SUMO3"
"SUN2",1,"SUN2"
"SUN5",1,"SUN5"
"SUPT7L",1,"SUPT7L"
"SURF2",1,"SURF2"
"SURF4",1,"SURF4"
"SUV39H1",1,"SUV39H1"
"SUV39H2",1,"SUV39H2"
"SWAP70",1,"SWAP70"
"SWSAP1",1,"SWSAP1"
"SYNC",1,"SYNC"
"SYNE4",1,"SYNE4"
"SYNGR4",1,"SYNGR4"
"SYNJ2BP",1,"SYNJ2BP"
"SYNPO",1,"SYNPO"
"SYPL1",1,"SYPL1"
"SYPL2",1,"SYPL2"
"SYT13",1,"SYT13"
"SYT15",1,"SYT15"
"SYT17",1,"SYT17"
"SYT5",1,"SYT5"
"SYT8",1,"SYT8"
"SYTL3",1,"SYTL3"
"TAC1",1,"TAC1"
"TACSTD2",1,"TACSTD2"
"TADA1",1,"TADA1"
"TADA2A",1,"TADA2A"
"TADA2B",1,"TADA2B"
"TADA3",1,"TADA3"
"TAF1B",1,"TAF1B"
"TAGLN2",1,"TAGLN2"
"TANK",1,"TANK"
"TAPBPL",1,"TAPBPL"
"TARSL2",1,"TARSL2"
"TAS1R1",1,"TAS1R1"
"TAS2R10",1,"TAS2R10"
"TAS2R14",1,"TAS2R14"
"TAS2R3",1,"TAS2R3"
"TAS2R5",1,"TAS2R5"
"TAS2R50",1,"TAS2R50"
"TATDN3",1,"TATDN3"
"TBC1D20",1,"TBC1D20"
"TBC1D28",1,"TBC1D28"
"TBC1D2B",1,"TBC1D2B"
"TBC1D7",1,"TBC1D7"
"TBCEL",1,"TBCEL"
"TBK1",1,"TBK1"
"TBKBP1",1,"TBKBP1"
"TBL1XR1",1,"TBL1XR1"
"TBL1Y",1,"TBL1Y"
"TBL2",1,"TBL2"
"TBP",1,"TBP"
"TBPL1",1,"TBPL1"
"TBX1",1,"TBX1"
"TBX10",1,"TBX10"
"TBX6",1,"TBX6"
"TBXA2R",1,"TBXA2R"
"TCAIM",1,"TCAIM"
"TCAP",1,"TCAP"
"TCEAL1",1,"TCEAL1"
"TCEAL2",1,"TCEAL2"
"TCEAL4",1,"TCEAL4"
"TCEANC",1,"TCEANC"
"TCEB1",1,"TCEB1"
"TCEB3C",1,"TCEB3C"
"TCF12",1,"TCF12"
"TCF7",1,"TCF7"
"TCF7L1",1,"TCF7L1"
"TCFL5",1,"TCFL5"
"TCHP",1,"TCHP"
"TCIRG1",1,"TCIRG1"
"TCP10L",1,"TCP10L"
"TCP11L1",1,"TCP11L1"
"TCTN1",1,"TCTN1"
"TCTN3",1,"TCTN3"
"TEAD1",1,"TEAD1"
"TECR",1,"TECR"
"TEF",1,"TEF"
"TEFM",1,"TEFM"
"TEK",1,"TEK"
"TEKT5",1,"TEKT5"
"TEPP",1,"TEPP"
"TERF1",1,"TERF1"
"TERT",1,"TERT"
"TET3",1,"TET3"
"TEX264",1,"TEX264"
"TEX29",1,"TEX29"
"TEX30",1,"TEX30"
"TEX33",1,"TEX33"
"TEX9",1,"TEX9"
"TFB1M",1,"TFB1M"
"TFB2M",1,"TFB2M"
"TFE3",1,"TFE3"
"TFF1",1,"TFF1"
"TFPT",1,"TFPT"
"TGFA",1,"TGFA"
"TGFB1",1,"TGFB1"
"TGIF2",1,"TGIF2"
"TGOLN2",1,"TGOLN2"
"TGS1",1,"TGS1"
"THAP8",1,"THAP8"
"THBD",1,"THBD"
"THG1L",1,"THG1L"
"THOC5",1,"THOC5"
"THUMPD2",1,"THUMPD2"
"THUMPD3",1,"THUMPD3"
"TIAF1",1,"TIAF1"
"TIGD2",1,"TIGD2"
"TIGD4",1,"TIGD4"
"TIGD5",1,"TIGD5"
"TIMM17A",1,"TIMM17A"
"TIMM17B",1,"TIMM17B"
"TIMM22",1,"TIMM22"
"TIMM50",1,"TIMM50"
"TIMM8A",1,"TIMM8A"
"TIMP3",1,"TIMP3"
"TINAGL1",1,"TINAGL1"
"TINF2",1,"TINF2"
"TIPRL",1,"TIPRL"
"TLCD1",1,"TLCD1"
"TLDC1",1,"TLDC1"
"TLE3",1,"TLE3"
"TLR3",1,"TLR3"
"TLX1",1,"TLX1"
"TLX3",1,"TLX3"
"TM2D2",1,"TM2D2"
"TM4SF18",1,"TM4SF18"
"TM4SF19",1,"TM4SF19"
"TM4SF20",1,"TM4SF20"
"TM4SF4",1,"TM4SF4"
"TM4SF5",1,"TM4SF5"
"TM9SF3",1,"TM9SF3"
"TMA16",1,"TMA16"
"TMBIM6",1,"TMBIM6"
"TMCC1",1,"TMCC1"
"TMCO5A",1,"TMCO5A"
"TMED1",1,"TMED1"
"TMED7",1,"TMED7"
"TMED7-TICAM2",1,"TMED7-TICAM2"
"TMEM106A",1,"TMEM106A"
"TMEM106B",1,"TMEM106B"
"TMEM11",1,"TMEM11"
"TMEM116",1,"TMEM116"
"TMEM120A",1,"TMEM120A"
"TMEM120B",1,"TMEM120B"
"TMEM123",1,"TMEM123"
"TMEM125",1,"TMEM125"
"TMEM132C",1,"TMEM132C"
"TMEM136",1,"TMEM136"
"TMEM138",1,"TMEM138"
"TMEM141",1,"TMEM141"
"TMEM14B",1,"TMEM14B"
"TMEM150B",1,"TMEM150B"
"TMEM150C",1,"TMEM150C"
"TMEM158",1,"TMEM158"
"TMEM159",1,"TMEM159"
"TMEM161A",1,"TMEM161A"
"TMEM170B",1,"TMEM170B"
"TMEM171",1,"TMEM171"
"TMEM173",1,"TMEM173"
"TMEM177",1,"TMEM177"
"TMEM184A",1,"TMEM184A"
"TMEM184B",1,"TMEM184B"
"TMEM189",1,"TMEM189"
"TMEM201",1,"TMEM201"
"TMEM204",1,"TMEM204"
"TMEM206",1,"TMEM206"
"TMEM208",1,"TMEM208"
"TMEM209",1,"TMEM209"
"TMEM214",1,"TMEM214"
"TMEM215",1,"TMEM215"
"TMEM217",1,"TMEM217"
"TMEM220",1,"TMEM220"
"TMEM229B",1,"TMEM229B"
"TMEM241",1,"TMEM241"
"TMEM243",1,"TMEM243"
"TMEM245",1,"TMEM245"
"TMEM254",1,"TMEM254"
"TMEM258",1,"TMEM258"
"TMEM26",1,"TMEM26"
"TMEM261",1,"TMEM261"
"TMEM30B",1,"TMEM30B"
"TMEM33",1,"TMEM33"
"TMEM39A",1,"TMEM39A"
"TMEM39B",1,"TMEM39B"
"TMEM40",1,"TMEM40"
"TMEM41B",1,"TMEM41B"
"TMEM43",1,"TMEM43"
"TMEM45A",1,"TMEM45A"
"TMEM47",1,"TMEM47"
"TMEM5",1,"TMEM5"
"TMEM55B",1,"TMEM55B"
"TMEM56",1,"TMEM56"
"TMEM64",1,"TMEM64"
"TMEM68",1,"TMEM68"
"TMEM70",1,"TMEM70"
"TMEM72",1,"TMEM72"
"TMEM82",1,"TMEM82"
"TMEM86A",1,"TMEM86A"
"TMEM8C",1,"TMEM8C"
"TMEM95",1,"TMEM95"
"TMEM98",1,"TMEM98"
"TMPRSS4",1,"TMPRSS4"
"TMPRSS5",1,"TMPRSS5"
"TMUB1",1,"TMUB1"
"TMUB2",1,"TMUB2"
"TMX1",1,"TMX1"
"TMX4",1,"TMX4"
"TNF",1,"TNF"
"TNFAIP2",1,"TNFAIP2"
"TNFAIP6",1,"TNFAIP6"
"TNFRSF10B",1,"TNFRSF10B"
"TNFRSF10C",1,"TNFRSF10C"
"TNFRSF13B",1,"TNFRSF13B"
"TNFRSF14",1,"TNFRSF14"
"TNFRSF18",1,"TNFRSF18"
"TNFRSF1B",1,"TNFRSF1B"
"TNFRSF25",1,"TNFRSF25"
"TNFRSF4",1,"TNFRSF4"
"TNFSF13B",1,"TNFSF13B"
"TNIP2",1,"TNIP2"
"TNMD",1,"TNMD"
"TNNC2",1,"TNNC2"
"TNNT1",1,"TNNT1"
"TNP2",1,"TNP2"
"TNPO1",1,"TNPO1"
"TNRC18",1,"TNRC18"
"TNS4",1,"TNS4"
"TOB1",1,"TOB1"
"TOLLIP",1,"TOLLIP"
"TOM1L2",1,"TOM1L2"
"TOMM22",1,"TOMM22"
"TOMM70A",1,"TOMM70A"
"TOR1AIP1",1,"TOR1AIP1"
"TP53I13",1,"TP53I13"
"TP53RK",1,"TP53RK"
"TPM1",1,"TPM1"
"TPM4",1,"TPM4"
"TPPP2",1,"TPPP2"
"TPRG1",1,"TPRG1"
"TPRKB",1,"TPRKB"
"TPRX1",1,"TPRX1"
"TPSG1",1,"TPSG1"
"TPST1",1,"TPST1"
"TPST2",1,"TPST2"
"TRA2B",1,"TRA2B"
"TRABD2A",1,"TRABD2A"
"TRAC",1,"TRAC"
"TRADD",1,"TRADD"
"TRAF6",1,"TRAF6"
"TRAJ26",1,"TRAJ26"
"TRAK1",1,"TRAK1"
"TRAPPC4",1,"TRAPPC4"
"TRAPPC6A",1,"TRAPPC6A"
"TRAV1-1",1,"TRAV1-1"
"TRAV1-2",1,"TRAV1-2"
"TRAV13-1",1,"TRAV13-1"
"TRAV14DV4",1,"TRAV14DV4"
"TRAV19",1,"TRAV19"
"TRAV20",1,"TRAV20"
"TRAV21",1,"TRAV21"
"TRAV23DV6",1,"TRAV23DV6"
"TRAV24",1,"TRAV24"
"TRAV29DV5",1,"TRAV29DV5"
"TRAV36DV7",1,"TRAV36DV7"
"TRAV38-1",1,"TRAV38-1"
"TRAV6",1,"TRAV6"
"TRAV8-1",1,"TRAV8-1"
"TRAV8-2",1,"TRAV8-2"
"TRAV8-3",1,"TRAV8-3"
"TRAV8-4",1,"TRAV8-4"
"TRAV8-6",1,"TRAV8-6"
"TRAV9-1",1,"TRAV9-1"
"TRAV9-2",1,"TRAV9-2"
"TRBC2",1,"TRBC2"
"TRBJ2-2",1,"TRBJ2-2"
"TRBV28",1,"TRBV28"
"TRBV29-1",1,"TRBV29-1"
"TRBV30",1,"TRBV30"
"TRBV4-1",1,"TRBV4-1"
"TRDC",1,"TRDC"
"TRDJ3",1,"TRDJ3"
"TRDV1",1,"TRDV1"
"TREM1",1,"TREM1"
"TREML4",1,"TREML4"
"TRGV9",1,"TRGV9"
"TRH",1,"TRH"
"TRIAP1",1,"TRIAP1"
"TRIB1",1,"TRIB1"
"TRIM13",1,"TRIM13"
"TRIM26",1,"TRIM26"
"TRIM31",1,"TRIM31"
"TRIM32",1,"TRIM32"
"TRIM33",1,"TRIM33"
"TRIM5",1,"TRIM5"
"TRIM52",1,"TRIM52"
"TRIM65",1,"TRIM65"
"TRMT12",1,"TRMT12"
"TRMT13",1,"TRMT13"
"TRMT44",1,"TRMT44"
"TRMT61A",1,"TRMT61A"
"TRMT61B",1,"TRMT61B"
"TROVE2",1,"TROVE2"
"TRPT1",1,"TRPT1"
"TRPV1",1,"TRPV1"
"TSACC",1,"TSACC"
"TSEN15",1,"TSEN15"
"TSEN2",1,"TSEN2"
"TSN",1,"TSN"
"TSPAN1",1,"TSPAN1"
"TSPAN10",1,"TSPAN10"
"TSPAN19",1,"TSPAN19"
"TSPAN31",1,"TSPAN31"
"TSPAN32",1,"TSPAN32"
"TSPAN7",1,"TSPAN7"
"TSPAN8",1,"TSPAN8"
"TSPYL1",1,"TSPYL1"
"TSSC4",1,"TSSC4"
"TSSK6",1,"TSSK6"
"TSTD2",1,"TSTD2"
"TTC13",1,"TTC13"
"TTC16",1,"TTC16"
"TTC30B",1,"TTC30B"
"TTC31",1,"TTC31"
"TTC33",1,"TTC33"
"TTC38",1,"TTC38"
"TTC39A",1,"TTC39A"
"TTC6",1,"TTC6"
"TTC9",1,"TTC9"
"TTC9B",1,"TTC9B"
"TTC9C",1,"TTC9C"
"TTL",1,"TTL"
"TTLL12",1,"TTLL12"
"TTLL3",1,"TTLL3"
"TTLL8",1,"TTLL8"
"TTR",1,"TTR"
"TUBA1C",1,"TUBA1C"
"TUBA4A",1,"TUBA4A"
"TUBA8",1,"TUBA8"
"TUBB2A",1,"TUBB2A"
"TUBB3",1,"TUBB3"
"TUBG1",1,"TUBG1"
"TUBG2",1,"TUBG2"
"TUFM",1,"TUFM"
"TULP1",1,"TULP1"
"TULP2",1,"TULP2"
"TUSC3",1,"TUSC3"
"TUSC5",1,"TUSC5"
"TWIST1",1,"TWIST1"
"TXK",1,"TXK"
"TXN2",1,"TXN2"
"TXNDC12",1,"TXNDC12"
"TXNL4B",1,"TXNL4B"
"TXNRD3",1,"TXNRD3"
"TYMS",1,"TYMS"
"U2AF1L4",1,"U2AF1L4"
"UBA5",1,"UBA5"
"UBAC1",1,"UBAC1"
"UBALD1",1,"UBALD1"
"UBE2B",1,"UBE2B"
"UBE2I",1,"UBE2I"
"UBE2J1",1,"UBE2J1"
"UBE2K",1,"UBE2K"
"UBE2M",1,"UBE2M"
"UBE2Q1",1,"UBE2Q1"
"UBE2S",1,"UBE2S"
"UBE2W",1,"UBE2W"
"UBE2Z",1,"UBE2Z"
"UBL3",1,"UBL3"
"UBL5",1,"UBL5"
"UBQLN4",1,"UBQLN4"
"UBQLNL",1,"UBQLNL"
"UBTD1",1,"UBTD1"
"UBTF",1,"UBTF"
"UBXN2A",1,"UBXN2A"
"UBXN6",1,"UBXN6"
"UCP2",1,"UCP2"
"UFSP2",1,"UFSP2"
"UHRF1",1,"UHRF1"
"UIMC1",1,"UIMC1"
"ULBP1",1,"ULBP1"
"ULK3",1,"ULK3"
"UNC119B",1,"UNC119B"
"UNC45A",1,"UNC45A"
"UNC50",1,"UNC50"
"UNG",1,"UNG"
"UPF3A",1,"UPF3A"
"UPK1B",1,"UPK1B"
"UPK3A",1,"UPK3A"
"UQCR11",1,"UQCR11"
"UQCRC1",1,"UQCRC1"
"UQCRFS1",1,"UQCRFS1"
"UQCRH",1,"UQCRH"
"UQCRQ",1,"UQCRQ"
"URAD",1,"URAD"
"USB1",1,"USB1"
"USE1",1,"USE1"
"USF1",1,"USF1"
"USF2",1,"USF2"
"USP1",1,"USP1"
"USP2",1,"USP2"
"USP3",1,"USP3"
"USP36",1,"USP36"
"USP4",1,"USP4"
"USP40",1,"USP40"
"USP41",1,"USP41"
"USP5",1,"USP5"
"USP54",1,"USP54"
"UTS2",1,"UTS2"
"UTS2R",1,"UTS2R"
"UXS1",1,"UXS1"
"UXT",1,"UXT"
"VAMP3",1,"VAMP3"
"VAMP4",1,"VAMP4"
"VAMP8",1,"VAMP8"
"VAPB",1,"VAPB"
"VASH2",1,"VASH2"
"VAT1",1,"VAT1"
"VCPKMT",1,"VCPKMT"
"VCX2",1,"VCX2"
"VDAC2",1,"VDAC2"
"VDR",1,"VDR"
"VEGFA",1,"VEGFA"
"VGLL2",1,"VGLL2"
"VHL",1,"VHL"
"VIP",1,"VIP"
"VIPR2",1,"VIPR2"
"VMA21",1,"VMA21"
"VMO1",1,"VMO1"
"VN1R1",1,"VN1R1"
"VPS26A",1,"VPS26A"
"VPS26B",1,"VPS26B"
"VPS39",1,"VPS39"
"VPS54",1,"VPS54"
"VSX2",1,"VSX2"
"VWA9",1,"VWA9"
"WBP1L",1,"WBP1L"
"WBSCR22",1,"WBSCR22"
"WDFY2",1,"WDFY2"
"WDHD1",1,"WDHD1"
"WDR11",1,"WDR11"
"WDR20",1,"WDR20"
"WDR24",1,"WDR24"
"WDR43",1,"WDR43"
"WDR48",1,"WDR48"
"WDR54",1,"WDR54"
"WDR5B",1,"WDR5B"
"WDR73",1,"WDR73"
"WDR83",1,"WDR83"
"WDR83OS",1,"WDR83OS"
"WDR86",1,"WDR86"
"WDSUB1",1,"WDSUB1"
"WEE1",1,"WEE1"
"WFDC10A",1,"WFDC10A"
"WFDC12",1,"WFDC12"
"WFDC2",1,"WFDC2"
"WFDC5",1,"WFDC5"
"WFDC8",1,"WFDC8"
"WI2-3308P17.2",1,"WI2-3308P17.2"
"WIBG",1,"WIBG"
"WIZ",1,"WIZ"
"WNT5B",1,"WNT5B"
"WNT9B",1,"WNT9B"
"WRB",1,"WRB"
"WRNIP1",1,"WRNIP1"
"WWTR1",1,"WWTR1"
"XAF1",1,"XAF1"
"XAGE3",1,"XAGE3"
"XBP1",1,"XBP1"
"XKR5",1,"XKR5"
"XPA",1,"XPA"
"XPNPEP3",1,"XPNPEP3"
"XPR1",1,"XPR1"
"YARS",1,"YARS"
"YBX1",1,"YBX1"
"YBX3",1,"YBX3"
"YES1",1,"YES1"
"YIF1B",1,"YIF1B"
"YIPF1",1,"YIPF1"
"YIPF5",1,"YIPF5"
"YPEL4",1,"YPEL4"
"YRDC",1,"YRDC"
"YWHAB",1,"YWHAB"
"YWHAE",1,"YWHAE"
"YWHAG",1,"YWHAG"
"YWHAH",1,"YWHAH"
"YWHAQ",1,"YWHAQ"
"YWHAZ",1,"YWHAZ"
"YY1",1,"YY1"
"ZADH2",1,"ZADH2"
"ZBTB1",1,"ZBTB1"
"ZBTB17",1,"ZBTB17"
"ZBTB2",1,"ZBTB2"
"ZBTB32",1,"ZBTB32"
"ZBTB38",1,"ZBTB38"
"ZBTB40",1,"ZBTB40"
"ZBTB5",1,"ZBTB5"
"ZBTB8OS",1,"ZBTB8OS"
"ZC2HC1C",1,"ZC2HC1C"
"ZC4H2",1,"ZC4H2"
"ZCCHC24",1,"ZCCHC24"
"ZCCHC9",1,"ZCCHC9"
"ZCRB1",1,"ZCRB1"
"ZDHHC1",1,"ZDHHC1"
"ZDHHC12",1,"ZDHHC12"
"ZDHHC16",1,"ZDHHC16"
"ZDHHC17",1,"ZDHHC17"
"ZDHHC18",1,"ZDHHC18"
"ZDHHC20",1,"ZDHHC20"
"ZDHHC21",1,"ZDHHC21"
"ZDHHC22",1,"ZDHHC22"
"ZDHHC23",1,"ZDHHC23"
"ZDHHC4",1,"ZDHHC4"
"ZDHHC5",1,"ZDHHC5"
"ZDHHC6",1,"ZDHHC6"
"ZFAND3",1,"ZFAND3"
"ZFAND6",1,"ZFAND6"
"ZFP37",1,"ZFP37"
"ZFPM1",1,"ZFPM1"
"ZFY",1,"ZFY"
"ZFYVE21",1,"ZFYVE21"
"ZMPSTE24",1,"ZMPSTE24"
"ZMYND11",1,"ZMYND11"
"ZMYND15",1,"ZMYND15"
"ZMYND19",1,"ZMYND19"
"ZNF124",1,"ZNF124"
"ZNF138",1,"ZNF138"
"ZNF140",1,"ZNF140"
"ZNF154",1,"ZNF154"
"ZNF165",1,"ZNF165"
"ZNF185",1,"ZNF185"
"ZNF189",1,"ZNF189"
"ZNF2",1,"ZNF2"
"ZNF205",1,"ZNF205"
"ZNF22",1,"ZNF22"
"ZNF23",1,"ZNF23"
"ZNF263",1,"ZNF263"
"ZNF273",1,"ZNF273"
"ZNF276",1,"ZNF276"
"ZNF30",1,"ZNF30"
"ZNF319",1,"ZNF319"
"ZNF322",1,"ZNF322"
"ZNF346",1,"ZNF346"
"ZNF354B",1,"ZNF354B"
"ZNF358",1,"ZNF358"
"ZNF362",1,"ZNF362"
"ZNF384",1,"ZNF384"
"ZNF396",1,"ZNF396"
"ZNF397",1,"ZNF397"
"ZNF408",1,"ZNF408"
"ZNF410",1,"ZNF410"
"ZNF417",1,"ZNF417"
"ZNF428",1,"ZNF428"
"ZNF429",1,"ZNF429"
"ZNF430",1,"ZNF430"
"ZNF442",1,"ZNF442"
"ZNF443",1,"ZNF443"
"ZNF490",1,"ZNF490"
"ZNF491",1,"ZNF491"
"ZNF506",1,"ZNF506"
"ZNF511",1,"ZNF511"
"ZNF524",1,"ZNF524"
"ZNF526",1,"ZNF526"
"ZNF544",1,"ZNF544"
"ZNF550",1,"ZNF550"
"ZNF557",1,"ZNF557"
"ZNF562",1,"ZNF562"
"ZNF565",1,"ZNF565"
"ZNF57",1,"ZNF57"
"ZNF571",1,"ZNF571"
"ZNF579",1,"ZNF579"
"ZNF581",1,"ZNF581"
"ZNF589",1,"ZNF589"
"ZNF596",1,"ZNF596"
"ZNF598",1,"ZNF598"
"ZNF616",1,"ZNF616"
"ZNF641",1,"ZNF641"
"ZNF654",1,"ZNF654"
"ZNF655",1,"ZNF655"
"ZNF660",1,"ZNF660"
"ZNF670",1,"ZNF670"
"ZNF674",1,"ZNF674"
"ZNF684",1,"ZNF684"
"ZNF687",1,"ZNF687"
"ZNF688",1,"ZNF688"
"ZNF691",1,"ZNF691"
"ZNF697",1,"ZNF697"
"ZNF699",1,"ZNF699"
"ZNF700",1,"ZNF700"
"ZNF701",1,"ZNF701"
"ZNF703",1,"ZNF703"
"ZNF704",1,"ZNF704"
"ZNF705D",1,"ZNF705D"
"ZNF709",1,"ZNF709"
"ZNF710",1,"ZNF710"
"ZNF720",1,"ZNF720"
"ZNF736",1,"ZNF736"
"ZNF74",1,"ZNF74"
"ZNF76",1,"ZNF76"
"ZNF766",1,"ZNF766"
"ZNF77",1,"ZNF77"
"ZNF775",1,"ZNF775"
"ZNF778",1,"ZNF778"
"ZNF799",1,"ZNF799"
"ZNF814",1,"ZNF814"
"ZNF839",1,"ZNF839"
"ZNF846",1,"ZNF846"
"ZNF85",1,"ZNF85"
"ZNF878",1,"ZNF878"
"ZNF880",1,"ZNF880"
"ZNHIT3",1,"ZNHIT3"
"ZNRD1",1,"ZNRD1"
"ZPBP2",1,"ZPBP2"
"ZRANB1",1,"ZRANB1"
"ZSCAN2",1,"ZSCAN2"
"ZSCAN21",1,"ZSCAN21"
"ZSCAN30",1,"ZSCAN30"
"ZSCAN31",1,"ZSCAN31"
"ZSWIM8",1,"ZSWIM8"
"ZUFSP",1,"ZUFSP"
"ZYX",1,"ZYX"
"AADAT",0,"AADAT"
"AAMP",0,"AAMP"
"AATF",0,"AATF"
"ABHD15",0,"ABHD15"
"ABHD16B",0,"ABHD16B"
"ABHD17C",0,"ABHD17C"
"ABHD6",0,"ABHD6"
"ABLIM2",0,"ABLIM2"
